level;number;name;permalink;tags/0;tags/1;tags/2;tags/3;tags/4;tags/5;tags/6;tags/7;tags/8;tags/9;tags/10;tags/11;content;understanding;conformance;html
3;3.3.7;  Success Criterion 3.3.7 Redundant Entry;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#redundant-entry;-;;;developing site;;;;dynamic;forms;;;;"<p>New<br/>Information previously entered by or provided to the user that is required to be entered again in the same <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a> is either:<br/></em>   auto-populated, or <em>   available for the user to select.<br/>Except when:<br/></em>   re-entering the information is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a>, <em>   the information is required to ensure the security of the content, or </em>   previously entered information is no longer valid.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/redundant-entry.html"">Understanding Redundant Entry</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#redundant-entry"">How to Meet Redundant Entry</a>";A;"<p>New<br/>Information previously entered by or provided to the user that is required to be entered again in the same <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a> is either:<br/></em>   auto-populated, or <em>   available for the user to select.<br/>Except when:<br/></em>   re-entering the information is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-essential"">essential</a>, <em>   the information is required to ensure the security of the content, or </em>   previously entered information is no longer valid.</p>"
3;3.3.8;  Success Criterion 3.3.8 Accessible Authentication (Minimum);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#accessible-authentication-minimum;-;;;developing site;;;;;;;;;"<p>New<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-cognitive-function-test"">cognitive function test</a> (such as remembering a password or solving a puzzle) is not required for any step in an authentication <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a> unless that step provides at least one of the following:<br/>Alternative<br/>Another authentication method that does not rely on a cognitive function test.<br/>Mechanism<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to assist the user in completing the cognitive function test.<br/>Object Recognition<br/>The cognitive function test is to recognize objects.<br/>Personal Content<br/>The cognitive function test is to identify <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-non-text-content"">non-text content</a> the user provided to the website.<br/>Note 1<br/>‘Object recognition‘ and ‘Personal content‘ may be represented by images, video, or audio.<br/>Note 2<br/>Examples of mechanisms that satisfy this criterion include:<br/><em>   support for password entry by password managers to reduce memory need, and </em>   copy and paste to reduce the cognitive burden of re-typing.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/accessible-authentication-minimum.html"">Understanding Accessible Authentication (Minimum)</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#accessible-authentication-minimum"">How to Meet Accessible Authentication (Minimum)</a>";AA;"<p>New<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-cognitive-function-test"">cognitive function test</a> (such as remembering a password or solving a puzzle) is not required for any step in an authentication <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a> unless that step provides at least one of the following:<br/>Alternative<br/>Another authentication method that does not rely on a cognitive function test.<br/>Mechanism<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to assist the user in completing the cognitive function test.<br/>Object Recognition<br/>The cognitive function test is to recognize objects.<br/>Personal Content<br/>The cognitive function test is to identify <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-non-text-content"">non-text content</a> the user provided to the website.<br/>Note 1<br/>‘Object recognition‘ and ‘Personal content‘ may be represented by images, video, or audio.<br/>Note 2<br/>Examples of mechanisms that satisfy this criterion include:<br/><em>   support for password entry by password managers to reduce memory need, and </em>   copy and paste to reduce the cognitive burden of re-typing.</p>"
3;3.3.9;  Success Criterion 3.3.9 Accessible Authentication (Enhanced);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#accessible-authentication-enhanced;-;;;developing site;;;;;;;;;"<p>New<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-cognitive-function-test"">cognitive function test</a> (such as remembering a password or solving a puzzle) is not required for any step in an authentication <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a> unless that step provides at least one of the following:<br/>Alternative<br/>Another authentication method that does not rely on a cognitive function test.<br/>Mechanism<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to assist the user in completing the cognitive function test.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/accessible-authentication-enhanced.html"">Understanding Accessible Authentication (Enhanced)</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#accessible-authentication-enhanced"">How to Meet Accessible Authentication (Enhanced)</a></p>";AAA;"<p>New<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-cognitive-function-test"">cognitive function test</a> (such as remembering a password or solving a puzzle) is not required for any step in an authentication <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a> unless that step provides at least one of the following:<br/>Alternative<br/>Another authentication method that does not rely on a cognitive function test.<br/>Mechanism<br/>A <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-mechanism"">mechanism</a> is available to assist the user in completing the cognitive function test.</p>"
1;4.;  4. Robust;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#robust;conceptual perspective;;;;;;;;;;;;<p>Content must be robust enough that it can be interpreted by a wide variety of user agents, including assistive technologies.</p>;<hr>;;<p>Content must be robust enough that it can be interpreted by a wide variety of user agents, including assistive technologies.</p>
2;4.1;  Guideline 4.1 Compatible;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#compatible;conceptual perspective;;;;;;;;;;;;<p>Maximize compatibility with current and future user agents, including assistive technologies.</p>;"<p><a href=""https://www.w3.org/WAI/WCAG22/Understanding/compatible.html"">Understanding Compatible</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#compatible"">How to Meet Compatible</a>";;<p>Maximize compatibility with current and future user agents, including assistive technologies.</p>
3;4.1.1;  Success Criterion 4.1.1 Parsing (Obsolete and removed);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#parsing;-;;;developing site;;;;;;;;;<p>Note<br/>This criterion was originally adopted to address problems that assistive technology had directly parsing HTML. Assistive technology no longer has any need to directly parse HTML. Consequently, these problems either no longer exist or are addressed by other criteria. This criterion no longer has utility and is removed.</p>;"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/parsing.html"">Understanding Parsing (Obsolete and removed)</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#parsing"">How to Meet Parsing (Obsolete and removed)</a>";;<p>Note<br/>This criterion was originally adopted to address problems that assistive technology had directly parsing HTML. Assistive technology no longer has any need to directly parse HTML. Consequently, these problems either no longer exist or are addressed by other criteria. This criterion no longer has utility and is removed.</p>
3;4.1.2;  Success Criterion 4.1.2 Name, Role, Value;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#name-role-value;-;;;developing site;;;;;;;;;"<p>For all <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface components</a> (including but not limited to: form elements, links and components generated by scripts), the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-name"">name</a> and <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-role"">role</a> can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determinable"">programmatically determined</a>; <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-states"">states</a>, properties, and values that can be set by the user can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-set"">programmatically set</a>; and notification of changes to these items is available to <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agents</a>, including <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-assistive-technologies"">assistive technologies</a>.<br/>Note<br/>This success criterion is primarily for web authors who develop or script their own user interface components. For example, standard HTML controls already meet this success criterion when used according to specification.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/name-role-value.html"">Understanding Name, Role, Value</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#name-role-value"">How to Meet Name, Role, Value</a>";A;"<p>For all <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-interface-components"">user interface components</a> (including but not limited to: form elements, links and components generated by scripts), the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-name"">name</a> and <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-role"">role</a> can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determinable"">programmatically determined</a>; <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-states"">states</a>, properties, and values that can be set by the user can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-set"">programmatically set</a>; and notification of changes to these items is available to <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-user-agents"">user agents</a>, including <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-assistive-technologies"">assistive technologies</a>.<br/>Note<br/>This success criterion is primarily for web authors who develop or script their own user interface components. For example, standard HTML controls already meet this success criterion when used according to specification.</p>"
3;4.1.3;  Success Criterion 4.1.3 Status Messages;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#status-messages;-;;;developing site;;;;;;;;;"<p>In content implemented using markup languages, <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-status-messages"">status messages</a> can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determinable"">programmatically determined</a> through <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-role"">role</a> or properties such that they can be presented to the user by <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-assistive-technologies"">assistive technologies</a> without receiving focus.</p>";"<a href=""https://www.w3.org/WAI/WCAG22/Understanding/status-messages.html"">Understanding Status Messages</a> |   <a href=""https://www.w3.org/WAI/WCAG22/quickref/#status-messages"">How to Meet Status Messages</a>";AA;"<p>In content implemented using markup languages, <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-status-messages"">status messages</a> can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-programmatically-determinable"">programmatically determined</a> through <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-role"">role</a> or properties such that they can be presented to the user by <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-assistive-technologies"">assistive technologies</a> without receiving focus.</p>"
1;5.;  5. Conformance;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#conformance;conceptual perspective;;content creation;;;;;;;;;;"<p>This section lists requirements for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-conform"">conformance</a> to WCAG 2.2. It also gives information about how to make conformance claims, which are optional. Finally, it describes what it means to be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-accessibility-supported"">accessibility supported</a>, since only accessibility-supported ways of using technologies can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-relied-upon"">relied upon</a> for conformance. <a href=""https://www.w3.org/WAI/WCAG22/Understanding/conformance"">Understanding Conformance</a> includes further explanation of the accessibility-supported concept.</p>";;;"<p>This section lists requirements for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-conform"">conformance</a> to WCAG 2.2. It also gives information about how to make conformance claims, which are optional. Finally, it describes what it means to be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-accessibility-supported"">accessibility supported</a>, since only accessibility-supported ways of using technologies can be <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-relied-upon"">relied upon</a> for conformance. <a href=""https://www.w3.org/WAI/WCAG22/Understanding/conformance"">Understanding Conformance</a> includes further explanation of the accessibility-supported concept.</p>"
2;5.1;  5.1 Interpreting Normative Requirements;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#interpreting-normative-requirements;conceptual perspective;;content creation;;;;;;;;;;"<p>The main content of WCAG 2.2 is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-normative"">normative</a> and defines requirements that impact conformance claims. Introductory material, appendices, sections marked as ‘non-normative‘, diagrams, examples, and notes are <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-informative"">informative</a> (non-normative). Non-normative material provides advisory information to help interpret the guidelines but does not create requirements that impact a conformance claim.<br/>The key words <em>MAY</em>, <em>MUST</em>, <em>MUST NOT</em>, <em>NOT RECOMMENDED</em>, <em>RECOMMENDED</em>, <em>SHOULD</em>, and <em>SHOULD NOT</em> are to be interpreted as described in [<a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#bib-rfc2119"">RFC2119</a>].</p>";;;"<p>The main content of WCAG 2.2 is <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-normative"">normative</a> and defines requirements that impact conformance claims. Introductory material, appendices, sections marked as ‘non-normative‘, diagrams, examples, and notes are <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-informative"">informative</a> (non-normative). Non-normative material provides advisory information to help interpret the guidelines but does not create requirements that impact a conformance claim.<br/>The key words <em>MAY</em>, <em>MUST</em>, <em>MUST NOT</em>, <em>NOT RECOMMENDED</em>, <em>RECOMMENDED</em>, <em>SHOULD</em>, and <em>SHOULD NOT</em> are to be interpreted as described in [<a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#bib-rfc2119"">RFC2119</a>].</p>"
2;5.2;  5.2 Conformance Requirements;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#conformance-reqs;conceptual perspective;;content creation;;;;;;;;;;<p>In order for a web page to conform to WCAG 2.2, all of the following conformance requirements must be satisfied:</p>;;;<p>In order for a web page to conform to WCAG 2.2, all of the following conformance requirements must be satisfied:</p>
3;5.2.1;  5.2.1 Conformance Level;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#cc1;conceptual perspective;;content creation;;;;;;;;;;"<p>One of the following levels of conformance is met in full.<br/><em>   For Level A conformance (the minimum level of conformance), the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-satisfies"">satisfies</a> all the Level A success criteria, or a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-conforming-alternate-versions"">conforming alternate version</a> is provided. </em>   For Level AA conformance, the web page satisfies all the Level A and Level AA success criteria, or a Level AA conforming alternate version is provided. <em>   For Level AAA conformance, the web page satisfies all the Level A, Level AA and Level AAA success criteria, or a Level AAA conforming alternate version is provided.<br/>Note 1<br/>Although conformance can only be achieved at the stated levels, authors are encouraged to report (in their claim) any progress toward meeting success criteria from all levels beyond the achieved level of conformance.<br/>Note 2<br/>It is not recommended that Level AAA conformance be required as a general policy for entire sites because it is not possible to satisfy all Level AAA success criteria for some content.</p>";;;"<p>One of the following levels of conformance is met in full.<br/><em>   For Level A conformance (the minimum level of conformance), the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-satisfies"">satisfies</a> all the Level A success criteria, or a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-conforming-alternate-versions"">conforming alternate version</a> is provided. </em>   For Level AA conformance, the web page satisfies all the Level A and Level AA success criteria, or a Level AA conforming alternate version is provided. <em>   For Level AAA conformance, the web page satisfies all the Level A, Level AA and Level AAA success criteria, or a Level AAA conforming alternate version is provided.<br/>Note 1<br/>Although conformance can only be achieved at the stated levels, authors are encouraged to report (in their claim) any progress toward meeting success criteria from all levels beyond the achieved level of conformance.<br/>Note 2<br/>It is not recommended that Level AAA conformance be required as a general policy for entire sites because it is not possible to satisfy all Level AAA success criteria for some content.</p>"
3;5.2.2;  5.2.2 Full pages;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#cc2;conceptual perspective;;content creation;;;;;;;;;;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-conform"">Conformance</a> (and conformance level) is for full <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page(s)</a> only, and cannot be achieved if part of a web page is excluded.<br/>Note 1<br/>For the purpose of determining conformance, alternatives to part of a pages content are considered part of the page when the alternatives can be obtained directly from the page, e.g., a long description or an alternative presentation of a video.<br/>Note 2<br/>Authors of web pages that cannot conform due to content outside of the authors control may consider a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#conformance-partial"">Statement of Partial Conformance</a>.<br/>Note 3<br/>A full page includes each variation of the page that is automatically presented by the page for various screen sizes (e.g. variations in a responsive web page). Each of these variations needs to conform (or needs to have a conforming alternate version) in order for the entire page to conform.</p>";;;"<p><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-conform"">Conformance</a> (and conformance level) is for full <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page(s)</a> only, and cannot be achieved if part of a web page is excluded.<br/>Note 1<br/>For the purpose of determining conformance, alternatives to part of a pages content are considered part of the page when the alternatives can be obtained directly from the page, e.g., a long description or an alternative presentation of a video.<br/>Note 2<br/>Authors of web pages that cannot conform due to content outside of the authors control may consider a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#conformance-partial"">Statement of Partial Conformance</a>.<br/>Note 3<br/>A full page includes each variation of the page that is automatically presented by the page for various screen sizes (e.g. variations in a responsive web page). Each of these variations needs to conform (or needs to have a conforming alternate version) in order for the entire page to conform.</p>"
3;5.2.3;  5.2.3 Complete processes;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#cc3;conceptual perspective;;content creation;;;;;;;;;;"<p>When a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> is one of a series of web pages presenting a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a> (i.e., a sequence of steps that need to be completed in order to accomplish an activity), all web pages in the process conform at the specified level or better. (Conformance is not possible at a particular level if any page in the process does not conform at that level or better.)<br/>Example<br/>An online store has a series of pages that are used to select and purchase products. All pages in the series from start to finish (checkout) conform in order for any page that is part of the process to conform.</p>";;;"<p>When a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> is one of a series of web pages presenting a <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-processes"">process</a> (i.e., a sequence of steps that need to be completed in order to accomplish an activity), all web pages in the process conform at the specified level or better. (Conformance is not possible at a particular level if any page in the process does not conform at that level or better.)<br/>Example<br/>An online store has a series of pages that are used to select and purchase products. All pages in the series from start to finish (checkout) conform in order for any page that is part of the process to conform.</p>"
3;5.2.4;  5.2.4 Only Accessibility-Supported Ways of Using Technologies;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#cc4;conceptual perspective;;content creation;;;;;;;;;;"<p>Only <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-accessibility-supported"">accessibility-supported</a> ways of using <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-technologies"">technologies</a> are <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-relied-upon"">relied upon</a> to satisfy the success criteria. Any information or functionality that is provided in a way that is not accessibility supported is also available in a way that is accessibility supported. (See <a href=""https://www.w3.org/WAI/WCAG22/Understanding/conformance#accessibility-support"">Understanding accessibility support</a>.)</p>";;;"<p>Only <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-accessibility-supported"">accessibility-supported</a> ways of using <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-technologies"">technologies</a> are <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-relied-upon"">relied upon</a> to satisfy the success criteria. Any information or functionality that is provided in a way that is not accessibility supported is also available in a way that is accessibility supported. (See <a href=""https://www.w3.org/WAI/WCAG22/Understanding/conformance#accessibility-support"">Understanding accessibility support</a>.)</p>"
3;5.2.5;  5.2.5 Non-Interference;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#cc5;conceptual perspective;;content creation;;;;;;;;;;"<p>If <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-technologies"">technologies</a> are used in a way that is not <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-accessibility-supported"">accessibility supported</a>, or if they are used in a non-conforming way, then they do not block the ability of users to access the rest of the page. In addition, the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> as a whole continues to meet the conformance requirements under each of the following conditions:<br/>1.  when any technology that is not <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-relied-upon"">relied upon</a> is turned on in a user agent, 2.  when any technology that is not relied upon is turned off in a user agent, and 3.  when any technology that is not relied upon is not supported by a user agent<br/>In addition, the following success criteria apply to all content on the page, including content that is not otherwise relied upon to meet conformance, because failure to meet them could interfere with any use of the page:<br/></em>   <strong>1.4.2 - Audio Control</strong>, <em>   <strong>2.1.2 - No Keyboard Trap</strong>, </em>   <strong>2.3.1 - Three Flashes or Below Threshold</strong>, and <em>   <strong>2.2.2 - Pause, Stop, Hide</strong>.<br/>Note<br/>If a page cannot conform (for example, a conformance test page or an example page), it cannot be included in the scope of conformance or in a conformance claim.<br/>For more information, including examples, see <a href=""https://www.w3.org/WAI/WCAG22/Understanding/conformance#conformance-requirements"">Understanding Conformance Requirements</a>.</p>";;;"<p>If <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-technologies"">technologies</a> are used in a way that is not <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-accessibility-supported"">accessibility supported</a>, or if they are used in a non-conforming way, then they do not block the ability of users to access the rest of the page. In addition, the <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web page</a> as a whole continues to meet the conformance requirements under each of the following conditions:<br/>1.  when any technology that is not <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-relied-upon"">relied upon</a> is turned on in a user agent, 2.  when any technology that is not relied upon is turned off in a user agent, and 3.  when any technology that is not relied upon is not supported by a user agent<br/>In addition, the following success criteria apply to all content on the page, including content that is not otherwise relied upon to meet conformance, because failure to meet them could interfere with any use of the page:<br/></em>   <strong>1.4.2 - Audio Control</strong>, <em>   <strong>2.1.2 - No Keyboard Trap</strong>, </em>   <strong>2.3.1 - Three Flashes or Below Threshold</strong>, and <em>   <strong>2.2.2 - Pause, Stop, Hide</strong>.<br/>Note<br/>If a page cannot conform (for example, a conformance test page or an example page), it cannot be included in the scope of conformance or in a conformance claim.<br/>For more information, including examples, see <a href=""https://www.w3.org/WAI/WCAG22/Understanding/conformance#conformance-requirements"">Understanding Conformance Requirements</a>.</p>"
2;5.3;  5.3 Conformance Claims (Optional);https://www.w3.org/TR/2024/REC-WCAG22-20241212/#conformance-claims;conceptual perspective;;content creation;;;;;;;;;;"<p>Conformance is defined only for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web pages</a>. However, a conformance claim may be made to cover one page, a series of pages, or multiple related web pages.</p>";;;"<p>Conformance is defined only for <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-web-page-s"">web pages</a>. However, a conformance claim may be made to cover one page, a series of pages, or multiple related web pages.</p>"
3;5.3.1;  5.3.1 Required Components of a Conformance Claim;https://www.w3.org/TR/2024/REC-WCAG22-20241212/#conformance-required;conceptual perspective;;content creation;;;;;;;;;;"<p>Conformance claims are <strong>not required</strong>. Authors can conform to WCAG 2.2 without making a claim. However, if a conformance claim is made, then the conformance claim <strong>must</strong> include the following information:<br/>1.  <strong>Date</strong> of the claim 2.  <strong>Guidelines title, version and URI</strong> ‘Web Content Accessibility Guidelines 2.2 at <a href=""https://www.w3.org/TR/WCAG22/"">https://www.w3.org/TR/WCAG22/</a>‘ 3.  <strong>Conformance level</strong> satisfied:  <p>4.  <strong>A concise description of the web pages</strong>, such as a list of URIs for which the claim is made, including whether subdomains are included in the claim.          Note 1          The web pages may be described by list or by an expression that describes all of the URIs included in the claim.          Note 2          Web-based products that do not have a URI prior to installation on the customers website may have a statement that the product would conform when installed.      5.  A list of the <strong><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-technologies"">web content technologies</a> <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-relied-upon"">relied upon</a></strong>.<br/>Note 3<br/>If a conformance logo is used, it would constitute a claim and must be accompanied by the required components of a conformance claim listed above.</p>";;AAA;"<p>Conformance claims are <strong>not required</strong>. Authors can conform to WCAG 2.2 without making a claim. However, if a conformance claim is made, then the conformance claim <strong>must</strong> include the following information:<br/>1.  <strong>Date</strong> of the claim 2.  <strong>Guidelines title, version and URI</strong> ‘Web Content Accessibility Guidelines 2.2 at <a href=""https://www.w3.org/TR/WCAG22/"">https://www.w3.org/TR/WCAG22/</a>‘ 3.  <strong>Conformance level</strong> satisfied:  <p>4.  <strong>A concise description of the web pages</strong>, such as a list of URIs for which the claim is made, including whether subdomains are included in the claim.          Note 1          The web pages may be described by list or by an expression that describes all of the URIs included in the claim.          Note 2          Web-based products that do not have a URI prior to installation on the customers website may have a statement that the product would conform when installed.      5.  A list of the <strong><a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-technologies"">web content technologies</a> <a href=""https://www.w3.org/TR/2024/REC-WCAG22-20241212/#dfn-relied-upon"">relied upon</a></strong>.<br/>Note 3<br/>If a conformance logo is used, it would constitute a claim and must be accompanied by the required components of a conformance claim listed above.</p>"
